"Period","Item","Location","Orders_Complete","Orders_Open","Orders_Cancelled","Orders_Returned","Forecast01","Forecast02","Inventory_starting","Inventory_capacity","Inventory_production","Inventory_end","SafetyStock01","SafetyStock02","SafetyStock03","Net_Requirement","Outcome01","Outcome02","Outcome03","Trend_type","Trend_factor1","Trend_factor2","Trend_factor3","Trend_factor4","Trend_factor5","Last_Period","Last_X_Value","Last_Y_Value"
"2024-10-07","AT6751000","Business World","2363","23","2","4","2502","0","6889.0","7000","5863.0","10389.0","3544.5","5541","0","3544.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-10-07","41","2363"
"2024-10-14","AT6751000","Business World","2403","13","1","5","2562","0","10389.0","7000","0.0","7986.0","3604.5","5631","0","3604.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-10-14","42","2403"
"2024-10-21","AT6751000","Business World","2443","15","1","3","2040","0","7986.0","7000","5543.0","11086.0","3664.5","4767","0","3664.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-10-21","43","2443"
"2024-10-28","AT6751000","Business World","2483","35","1","2","2905","0","11086.0","7000","2386.0","10989.0","3724.5","5811","0","3724.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-10-28","44","2483"
"2024-11-04","AT6751000","Business World","2523","9","2","4","2552","0","10989.0","7000","3027.0","11493.0","3784.5","5901","0","3784.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-11-04","45","2523"
"2024-11-11","AT6751000","Business World","2563","19","5","2","2734","0","11493.0","7000","2733.0","11663.0","3844.5","5991","0","3844.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-11-11","46","2563"
"2024-11-18","AT6751000","Business World","2603","48","1","3","2344","0","11663.0","7000","0.0","9060.0","3904.5","5067","0","3904.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-11-18","47","2603"
"2024-11-25","AT6751000","Business World","2643","15","4","4","2815","0","9060.0","7000","0.0","6417.0","3964.5","4114","0","3964.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2024-11-25","48","2643"
"2024-12-02","AT6751000","Business World","2683","27","5","2","2574","0","6417.0","7000","5567.0","9301.0","4024.5","6261","0","4024.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-12-02","49","2683"
"2024-12-09","AT6751000","Business World","2723","37","2","2","2861","0","9301.0","7000","4575.0","11153.0","4084.5","6351","0","4084.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-12-09","50","2723"
"2024-12-16","AT6751000","Business World","2763","8","5","5","3193","0","11153.0","7000","2099.0","10489.0","4144.5","6441","0","4144.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2024-12-16","51","2763"
"2024-12-23","AT6751000","Business World","2803","8","2","3","2286","0","10489.0","7000","0.0","7686.0","4204.5","6531","0","4204.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2024-12-23","52","2803"
"2024-12-30","AT6751000","Business World","2843","13","1","4","3249","0","7686.0","7000","461.0","5304.0","4264.5","6621","0","4264.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2024-12-30","53","2843"
"2025-01-06","AT6751000","Business World","2883","45","3","2","2694","0","5304.0","7000","6771.0","9192.0","4324.5","6711","0","4324.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-01-06","54","2883"
"2025-01-13","AT6751000","Business World","2923","40","2","1","3467","0","9192.0","7000","3574.0","9843.0","4384.5","6801","0","4384.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-01-13","55","2923"
"2025-01-20","AT6751000","Business World","2963","40","3","5","2380","0","9843.0","7000","4795.0","11675.0","4444.5","6891","0","4444.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-01-20","56","2963"
"2025-01-27","AT6751000","Business World","3003","39","4","2","2953","0","11675.0","7000","3396.0","12068.0","4504.5","6981","0","4504.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-01-27","57","3003"
"2025-02-03","AT6751000","Business World","3043","49","5","3","2941","0","12068.0","7000","0.0","9025.0","4564.5","7071","0","4564.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-02-03","58","3043"
"2025-02-10","AT6751000","Business World","3083","4","4","4","2678","0","9025.0","7000","5148.0","11090.0","4624.5","7161","0","4624.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-02-10","59","3083"
"2025-02-17","AT6751000","Business World","3123","12","2","3","3367","0","11090.0","7000","2954.0","10921.0","4684.5","6042","0","4684.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-02-17","60","3123"
"2025-02-24","AT6751000","Business World","3163","42","2","3","3349","0","10921.0","7000","5061.0","12819.0","4744.5","4894","0","4744.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-02-24","61","3163"
"2025-03-03","AT6751000","Business World","3203","23","5","1","3495","0","12819.0","7000","384.0","10000.0","4804.5","4954","0","4804.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-03-03","62","3203"
"2025-03-10","AT6751000","Business World","3243","12","3","1","3461","0","10000.0","7000","5090.0","11847.0","4864.5","6267","0","4864.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-03-10","63","3243"
"2025-03-17","AT6751000","Business World","3283","7","1","3","3536","0","11847.0","7000","1412.0","9976.0","4924.5","6342","0","4924.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-03-17","64","3283"
"2025-03-24","AT6751000","Business World","3323","8","3","1","3933","0","9976.0","7000","1010.0","7663.0","4984.5","5134","0","4984.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-03-24","65","3323"
"2025-03-31","AT6751000","Business World","3363","8","3","4","3509","0","7663.0","7000","329.0","4629.0","5044.5","5194","0","5044.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-03-31","66","3363"
"2025-04-07","AT6751000","Business World","3403","4","1","4","4072","0","4629.0","7000","3592.0","4818.0","5104.5","5254","0","5104.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-04-07","67","3403"
"2025-04-14","AT6751000","Business World","3443","7","1","3","4124","0","4818.0","7000","5876.0","7251.0","5164.5","6642","0","5164.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-04-14","68","3443"
"2025-04-21","AT6751000","Business World","3483","44","4","3","3228","0","7251.0","7000","4927.0","8695.0","5224.5","6717","0","5224.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-04-21","69","3483"
"2025-04-28","AT6751000","Business World","3523","16","1","4","4210","0","8695.0","7000","813.0","5985.0","5284.5","6792","0","5284.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-04-28","70","3523"
"2025-05-05","AT6751000","Business World","3563","1","4","2","4066","0","5985.0","7000","2079.0","4501.0","5344.5","8241","0","5344.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-05-05","71","3563"
"2025-05-12","AT6751000","Business World","3603","28","5","4","3710","0","4501.0","7000","5739.5","6637.5","5404.5","8331","0","5404.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-05-12","72","3603"
"2025-05-19","AT6751000","Business World","3643","3","1","3","4011","0","6637.5","7000","6847.0","9841.5","5464.5","7017","0","5464.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-05-19","73","3643"
"2025-05-26","AT6751000","Business World","3683","38","3","2","3397","0","9841.5","7000","2591.0","8749.5","5524.5","5674","0","5524.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-05-26","74","3683"
"2025-06-02","AT6751000","Business World","3723","7","2","1","4430","0","8749.5","7000","5534.0","10560.5","5584.5","7167","0","5584.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-06-02","75","3723"
"2025-06-09","AT6751000","Business World","3763","12","2","5","3247","0","10560.5","7000","5490.0","12287.5","5644.5","7242","0","5644.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-06-09","76","3763"
"2025-06-16","AT6751000","Business World","3803","6","2","3","3270","0","12287.5","7000","5958.5","14443.0","5704.5","5854","0","5704.5","VeryLow, fix with: 1.5","","","Slope01","40","723","n/a","n/a","n/a","2025-06-16","77","3803"
"2025-06-23","AT6751000","Business World","3843","28","3","3","4424","0","14443.0","7000","0.0","10600.0","5764.5","5914","0","5764.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-06-23","78","3843"
"2025-06-30","AT6751000","Business World","3883","38","4","3","4634","0","10600.0","7000","12.0","6729.0","5824.5","2987","0","5824.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-06-30","79","3883"
"2025-07-07","AT6751000","Business World","3923","47","5","2","4308","0","6729.0","7000","6213.0","9019.0","5884.5","3017","0","5884.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-07-07","80","3923"
"2025-07-14","AT6751000","Business World","3963","26","5","1","4491","0","9019.0","7000","3476.0","8532.0","5944.5","7617","0","5944.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-07-14","81","3963"
"2025-07-21","AT6751000","Business World","4003","42","5","2","3467","0","8532.0","7000","2836.0","7365.0","6004.5","6154","0","6004.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-07-21","82","4003"
"2025-07-28","AT6751000","Business World","4043","38","4","5","3806","0","7365.0","7000","2957.0","6279.0","6064.5","7767","0","6064.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-07-28","83","4043"
"2025-08-04","AT6751000","Business World","4083","20","2","1","3633","0","6279.0","7000","1324.0","3520.0","6124.5","4705","0","6124.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-08-04","84","4083"
"2025-08-11","AT6751000","Business World","4123","35","1","3","4683","0","3520.0","7000","3960.5","3357.5","6184.5","3167","0","6184.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-08-11","85","4123"
"2025-08-18","AT6751000","Business World","4163","11","4","4","4349","0","3357.5","7000","9160.0","8354.5","6244.5","3197","0","6244.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-08-18","86","4163"
"2025-08-25","AT6751000","Business World","4203","11","5","4","4305","0","8354.5","7000","4036.0","8187.5","6304.5","6454","0","6304.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-08-25","87","4203"
"2025-09-01","AT6751000","Business World","4243","19","3","1","4422","0","8187.5","7000","4551.0","8495.5","6364.5","6514","0","6364.5","Low, fix with: 1.25","","","Slope01","40","723","n/a","n/a","n/a","2025-09-01","88","4243"
"2025-09-08","AT6751000","Business World","4283","38","2","4","3641","0","8495.5","7000","647.0","4859.5","6424.5","3287","0","6424.5","High, fix with: 0.75","","","Slope01","40","723","n/a","n/a","n/a","2025-09-08","89","4283"
"2025-09-15","AT6751000","Business World","4323","4","2","3","4987","0","4859.5","7000","1388.0","1924.5","6484.5","6634","0","6484.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-09-15","90","4323"
"2025-09-22","AT6751000","Business World","4363","3","2","1","4942","0","1924.5","7000","5903.0","3464.5","6544.5","6694","0","6544.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-09-22","91","4363"
"2025-09-29","AT6751000","Business World","4403","5","4","3","4332","0","3464.5","7000","7862.0","6923.5","6604.5","5065","0","6604.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-09-29","92","4403"
"2025-10-06","AT6751000","Business World","4443","1","1","3","4014","0","6923.5","7000","4603.0","7083.5","6664.5","6814","0","6664.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-10-06","93","4443"
"2025-10-13","AT6751000","Business World","4483","46","1","1","4889","0","7083.5","7000","155.0","2755.5","6724.5","6874","0","6724.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-10-13","94","4483"
"2025-10-20","AT6751000","Business World","4523","27","2","4","4842","0","2755.5","7000","7079.0","5311.5","6784.5","3467","0","6784.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-10-20","95","4523"
"2025-10-27","AT6751000","Business World","4563","31","5","3","3825","0","5311.5","7000","7971.0","8719.5","6844.5","3497","0","6844.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-10-27","96","4563"
"2025-11-03","AT6751000","Business World","4603","36","4","5","3804","0","8719.5","7000","486.0","4602.5","6904.5","7054","0","6904.5","High, fix with: 0.75","","","Slope01","40","723","n/a","n/a","n/a","2025-11-03","97","4603"
"2025-11-10","AT6751000","Business World","4643","9","3","2","3728","0","4602.5","7000","7922.0","7881.5","6964.5","3557","0","6964.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-11-10","98","4643"
"2025-11-17","AT6751000","Business World","4683","37","4","5","4874","0","7881.5","7000","2952.0","6150.5","7024.5","3587","0","7024.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-11-17","99","4683"
"2025-11-24","AT6751000","Business World","4723","2","1","5","4443","0","6150.5","7000","2197.0","3624.5","7084.5","7234","0","7084.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-11-24","100","4723"
"2025-12-01","AT6751000","Business World","4763","11","1","1","5111","0","3624.5","7000","4504.0","3365.5","7144.5","3647","0","7144.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-12-01","101","4763"
"2025-12-08","AT6751000","Business World","4803","14","5","5","5678","0","3365.5","7000","8244.0","6806.5","7204.5","7354","0","7204.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-12-08","102","4803"
"2025-12-15","AT6751000","Business World","4843","1","1","5","4435","0","6806.5","7000","2034.0","3997.5","7264.5","5560","0","7264.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-12-15","103","4843"
"2025-12-22","AT6751000","Business World","4883","7","4","4","5337","0","3997.5","7000","4014.0","3128.5","7324.5","3737","0","7324.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2025-12-22","104","4883"
"2025-12-29","AT6751000","Business World","4923","18","2","5","4092","0","3128.5","7000","9457.0","7662.5","7384.5","3767","0","7384.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2025-12-29","105","4923"
"2026-01-05","AT6751000","Business World","4963","0","0","0","5070","0","7662.5","7000","1862.0","4561.5","7444.5","5695","0","7444.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-01-05","106","4963"
"2026-01-12","AT6751000","Business World","5003","0","0","0","4197","0","4561.5","7000","9887.0","9445.5","7504.5","3827","0","7504.5","OK, fix with: 1.0","","","Slope01","40","723","n/a","n/a","n/a","2026-01-12","107","5003"
"2026-01-19","AT6751000","Business World","5043","0","0","0","4990","0","9445.5","7000","1389.0","5791.5","7564.5","3728","0","7564.5","High, fix with: 0.75","","","Slope01","40","723","n/a","n/a","n/a","2026-01-19","108","5043"
"2026-01-26","AT6751000","Business World","5083","0","0","0","5747","0","5791.5","7000","3863.0","4571.5","7624.5","3627","0","7624.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-01-26","109","5083"
"2026-02-02","AT6751000","Business World","5123","0","0","0","4973","0","4571.5","7000","3874.0","3322.5","7684.5","3541","0","7684.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-02-02","110","5123"
"2026-02-09","AT6751000","Business World","5163","0","0","0","4752","0","3322.5","7000","7509.0","5668.5","7744.5","3689","0","7744.5","High, fix with: 0.75","","","Slope01","40","723","n/a","n/a","n/a","2026-02-09","111","5163"
"2026-02-16","AT6751000","Business World","5203","0","0","0","5412","0","5668.5","7000","2753.0","3218.5","7804.5","3842","0","7804.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-02-16","112","5203"
"2026-03-02","AT6751000","Business World","0","0","0","0","3500","0","3218.5","7000","0.0","3218.5","6324.0","3742","0","6324.0","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-03-02","113","5243"
"2026-03-09","AT6751000","Business World","0","0","0","0","4223","0","3218.5","7000","0.0","3218.5","6354.0","3840","0","6354.0","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-03-09","114","5283"
"2026-03-16","AT6751000","Business World","0","0","0","0","3808","0","3218.5","7000","0.0","3218.5","6589.5","4135","0","6589.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-03-16","115","5323"
"2026-03-23","AT6751000","Business World","0","0","0","0","6603","0","3218.5","7000","0.0","3218.5","9463.5","4374","0","9463.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-03-23","116","5363"
"2026-03-30","AT6751000","Business World","0","0","0","0","7292","0","3218.5","7000","0.0","3218.5","9577.5","4286","0","9577.5","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-03-30","117","5403"
"2026-04-06","AT6751000","Business World","0","0","0","0","3698","0","3218.5","7000","0.0","3218.5","6606.0","4139","0","6606.0","VeryHigh, fix with: 0.5","","","Slope01","40","723","n/a","n/a","n/a","2026-04-06","118","5443"
