"Item","Location","Status","LifeCycle","TrendNPI","TrendCORE","TrendEOL","DateNPI","DateCORE","DateEOL","SafetyStockType","InitialSafetyStockValue"
"CM42052","Accelworks Pvt Ltd","Inactive","Core","Seasonal01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","31"
"AS09746","Business World","Inactive","NPI","Slope01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","93"
"AS09746","Computer Service and Rentals","Active","NPI","Seasonal01","Combined01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","41"
"AS09746","Accelworks Pvt Ltd","Inactive","EOL","Combined01","Combined01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","71"
"AS09744","Business World","Active","EOL","Seasonal01","Intermittent01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","81"
"AS09744","Computer Service and Rentals","Active","NPI","Slope01","Intermittent01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","79"
"CM42058","Business World","Active","EOL","Combined01","Slope01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","55"
"CM42058","Computer Service and Rentals","Inactive","EOL","Slope01","Seasonal01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","72"
"CM42051","Accelworks Pvt Ltd","Active","NPI","Combined01","Slope01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","83"
"AS00120","Business World","Inactive","EOL","Combined01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","23"
"AS00120","Computer Service and Rentals","Active","Core","Combined01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","26"
"CM42059","Accelworks Pvt Ltd","Active","EOL","Seasonal01","Combined01","Intermittent01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","21"
"AS06502","Computer Service and Rentals","Active","EOL","Combined01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","78"
"CM53058","Business World","Inactive","EOL","Seasonal01","Slope01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","58"
"CM53059","Computer Service and Rentals","Active","NPI","Seasonal01","Combined01","Seasonal01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","7"
"AS6647432","Accelworks Pvt Ltd","Active","EOL","Combined01","Seasonal01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","13"
"AS6647332","Business World","Active","EOL","Combined01","Combined01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","28"
"AS6647332","Computer Service and Rentals","Inactive","EOL","Combined01","Combined01","Intermittent01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","35"
"AS4751300","Accelworks Pvt Ltd","Active","EOL","Seasonal01","Combined01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","44"
"AS6648334","Computer Service and Rentals","Active","Core","Combined01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","91"
"AS4751500","Business World","Active","EOL","Combined01","Intermittent01","Seasonal01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","2"
"AS4751500","Accelworks Pvt Ltd","Active","Core","Seasonal01","Seasonal01","Intermittent01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","49"
"AS85030","Business World","Inactive","Core","Slope01","Slope01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","28"
"AS6647435","Business World","Active","Core","Seasonal01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","29"
"AS6647435","Computer Service and Rentals","Active","EOL","Combined01","Slope01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","66"
"AS6647440","Computer Service and Rentals","Inactive","NPI","Combined01","Seasonal01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","67"
"AS6648335","Accelworks Pvt Ltd","Active","NPI","Combined01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","87"
"AS6647439","Business World","Inactive","NPI","Slope01","Combined01","Intermittent01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","98"
"AS6647438","Business World","Active","NPI","Intermittent01","Combined01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","88"
"AS6647438","Accelworks Pvt Ltd","Inactive","Core","Seasonal01","Slope01","Intermittent01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","78"
"AS6647437","Business World","Active","EOL","Combined01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","1"
"AS6647437","Accelworks Pvt Ltd","Active","EOL","Combined01","Slope01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","4"
"AS6647436","Accelworks Pvt Ltd","Inactive","EOL","Slope01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","19"
"AS6647331","Business World","Inactive","NPI","Seasonal01","Intermittent01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","40"
"AS6647331","Accelworks Pvt Ltd","Active","NPI","Combined01","Intermittent01","Seasonal01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","15"
"AS6647333","Business World","Active","EOL","Combined01","Slope01","Slope01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","75"
"AS6647333","Accelworks Pvt Ltd","Active","EOL","Intermittent01","Combined01","Seasonal01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","19"
"AS6648333","Business World","Inactive","EOL","Seasonal01","Slope01","Intermittent01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","73"
"AS6648333","Accelworks Pvt Ltd","Active","EOL","Combined01","Combined01","Combined01","2023-01-01","2023-01-01","2027-01-01","Rolling_6-Period_Average","40"
