"Item","Location","Status","LifeCycle","TrendNPI","TrendCORE","TrendEOL","DateNPI","DateCORE","DateEOL","SafetyStockType","InitialSafetyStockValue"
"MECLC0001","APACD001","Active","Core","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","80"
"MECLC0002","AMERA002","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","52"
"MECLC0002","AMERB0001","Active","EOL","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","69"
"MECLC0002","AMERB0002","Active","Core","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","69"
"MECLC0002","AMERB0003","Inactive","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","67"
"MECLC0002","AMERB0006","Active","NPI","Slope01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","35"
"MECLC0002","AMERC002","Active","NPI","Combined01","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","69"
"MECLC0002","AMERD0000004","Inactive","Core","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","42"
"MECLC0002","AMERD0000005","Inactive","EOL","Slope01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","94"
"MECLC0002","AMERD0000007","Active","Core","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","25"
"MECLC0002","AMERD0000008","Active","EOL","Slope01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","48"
"MECLC0002","EMEAA002","Active","EOL","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","36"
"MECLC0002","EMEAA003","Active","EOL","Combined01","Slope01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","75"
"MECLC0002","EMEAA004","Active","Core","Seasonal01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","96"
"MECLC0002","EMEAB00002","Inactive","EOL","Combined01","Slope01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","62"
"MECLC0002","EMEAB00008","Active","NPI","Combined01","Slope01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","51"
"MECLC0002","APACB000001","Active","Core","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","52"
"MECLC0002","APACC001","Active","Core","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","28"
"MECLC0003","AMERB0001","Active","EOL","Slope01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","16"
"MECLC0003","AMERB0002","Active","NPI","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","79"
"MECLC0003","AMERC003","Active","Core","Slope01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","35"
"MECLC0003","AMERD0000001","Inactive","NPI","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","82"
"MECLC0003","AMERD0000003","Active","EOL","Seasonal01","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","37"
"MECLC0003","AMERD0000004","Active","EOL","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","45"
"MECLC0003","AMERD0000005","Active","EOL","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","45"
"MECLC0003","AMERD0000006","Active","EOL","Combined01","Slope01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","93"
"MECLC0003","AMERD0000007","Active","NPI","Seasonal01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","88"
"MECLC0003","AMERD0000009","Active","Core","Slope01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","56"
"MECLC0003","AMERE002","Active","EOL","Slope01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","56"
"MECLC0003","EMEAA001","Active","EOL","Combined01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","44"
"MECLC0003","EMEAA003","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","5"
"MECLC0003","EMEAB00001","Active","Core","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","52"
"MECLC0003","EMEAB00004","Inactive","NPI","Seasonal01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","51"
"MECLC0003","EMEAB00006","Active","Core","Seasonal01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","98"
"MECLC0003","EMEAD0002","Active","Core","Combined01","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","9"
"MECLC0003","APACA001","Inactive","EOL","Combined01","Intermitent","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","32"
"MECLC0003","APACB000001","Inactive","NPI","Slope01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","93"
"MECLC0003","APACC001","Inactive","Core","Combined01","Seasonal01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","44"
"MECLC0003","APACC003","Inactive","Core","Slope01","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","3"
"MECLC0004","AMERB0001","Active","EOL","Combined01","Slope01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","98"
"MECLC0004","AMERB0004","Active","Core","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","36"
"MECLC0004","AMERC002","Active","NPI","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","26"
"MECLC0004","AMERC004","Active","EOL","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","94"
"MECLC0004","AMERD0000008","Active","NPI","Seasonal01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","24"
"MECLC0004","EMEAA002","Active","Core","Intermitent","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","42"
"MECLC0004","EMEAA004","Active","Core","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","32"
"MECLC0004","EMEAB00001","Active","Core","Combined01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","78"
"MECLC0004","EMEAB00003","Active","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","57"
"MECLC0004","EMEAB00004","Active","NPI","Intermitent","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","71"
"MECLC0004","APACA001","Active","NPI","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","33"
"MECLC0004","APACB000001","Inactive","EOL","Combined01","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","94"
"MECLC0004","APACC001","Active","Core","Slope01","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","72"
"MECLC0004","APACC003","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","58"
"MECLC0004","APACD001","Active","Core","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","99"
"MECLC0005","AMERA001","Active","Core","Seasonal01","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","44"
"MECLC0005","AMERB0001","Active","EOL","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","42"
"MECLC0005","AMERB0005","Active","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","35"
"MECLC0005","AMERC001","Inactive","EOL","Combined01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","19"
"MECLC0005","AMERC002","Active","EOL","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","24"
"MECLC0005","AMERD0000001","Active","Core","Seasonal01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","22"
"MECLC0005","AMERD0000003","Inactive","NPI","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","6"
"MECLC0005","AMERD0000004","Active","EOL","Intermitent","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","97"
"MECLC0005","AMERD0000009","Active","NPI","Seasonal01","Intermitent","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","39"
"MECLC0005","EMEAA003","Active","EOL","Slope01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","21"
"MECLC0005","EMEAA004","Active","Core","Seasonal01","Seasonal01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","65"
"MECLC0005","EMEAB00002","Inactive","Core","Seasonal01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","82"
"MECLC0005","EMEAB00003","Active","NPI","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","47"
"MECLC0005","EMEAB00004","Active","NPI","Combined01","Seasonal01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","51"
"MECLC0005","EMEAD0001","Active","EOL","Slope01","Intermitent","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","32"
"MECLA00001","AMERA002","Inactive","EOL","Intermitent","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","45"
"MECLA00001","AMERB0002","Active","EOL","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","1"
"MECLA00001","AMERB0005","Active","Core","Seasonal01","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","69"
"MECLA00001","AMERC004","Active","NPI","Combined01","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","75"
"MECLA00001","AMERD0000001","Inactive","NPI","Intermitent","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","72"
"MECLA00001","AMERD0000004","Active","NPI","Seasonal01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","60"
"MECLA00001","AMERD0000007","Active","EOL","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","2"
"MECLA00001","AMERD0000008","Active","NPI","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","8"
"MECLA00001","AMERE003","Inactive","NPI","Slope01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","36"
"MECLA00001","EMEAA001","Active","EOL","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","100"
"MECLA00001","EMEAA002","Inactive","EOL","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","28"
"MECLA00001","EMEAB00001","Active","EOL","Slope01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","2"
"MECLA00001","EMEAB00002","Active","EOL","Slope01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","3"
"MECLA00001","EMEAB00003","Active","NPI","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","79"
"MECLA00001","EMEAB00005","Inactive","EOL","Intermitent","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","86"
"MECLA00001","EMEAB00006","Active","EOL","Slope01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","60"
"MECLA00001","EMEAB00009","Inactive","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","97"
"MECLA00001","EMEAC001","Active","NPI","Slope01","Intermitent","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","49"
"MECLA00001","EMEAD0001","Inactive","EOL","Combined01","Intermitent","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","97"
"MECLA00001","APACA003","Inactive","EOL","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","4"
"MECLA00001","APACC003","Active","Core","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","95"
"MECLA00001","APACD001","Active","EOL","Seasonal01","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","52"
"MECLA00002","AMERA002","Active","EOL","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","99"
"MECLA00002","AMERB0001","Active","EOL","Slope01","Slope01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","21"
"MECLA00002","AMERB0003","Inactive","NPI","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","64"
"MECLA00002","AMERB0005","Active","EOL","Seasonal01","Intermitent","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","98"
"MECLA00002","AMERB0006","Active","Core","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","31"
"MECLA00002","AMERC002","Active","NPI","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","67"
"MECLA00002","AMERC004","Active","EOL","Intermitent","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","88"
"MECLA00002","AMERD0000002","Active","EOL","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","83"
"MECLA00002","AMERD0000003","Active","EOL","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","74"
"MECLA00002","AMERE002","Active","Core","Combined01","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","39"
"MECLA00002","EMEAA004","Active","EOL","Intermitent","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","57"
"MECLA00002","EMEAB00001","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","87"
"MECLA00002","EMEAB00002","Active","NPI","Seasonal01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","61"
"MECLA00002","EMEAB00004","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","46"
"MECLA00002","EMEAB00006","Active","NPI","Seasonal01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","98"
"MECLA00002","EMEAB00007","Active","NPI","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","91"
"MECLA00002","EMEAD0001","Active","NPI","Combined01","Seasonal01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","66"
"MECLA00002","APACA003","Active","Core","Combined01","Intermitent","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","91"
"MECLA00002","APACB000001","Inactive","Core","Seasonal01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","40"
"MECLA00002","APACC001","Active","EOL","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","46"
"MECLA00002","APACC003","Active","NPI","Combined01","Seasonal01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","56"
"MECLA00002","APACD001","Inactive","EOL","Intermitent","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","47"
"MECLA00003","AMERA002","Active","NPI","Slope01","Intermitent","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","79"
"MECLA00003","AMERB0001","Active","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","29"
"MECLA00003","AMERB0003","Active","Core","Slope01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","83"
"MECLA00003","AMERC002","Active","EOL","Slope01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","14"
"MECLA00003","AMERC003","Active","NPI","Seasonal01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","71"
"MECLA00003","AMERD0000004","Active","NPI","Seasonal01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","67"
"MECLA00003","AMERD0000007","Inactive","NPI","Seasonal01","Seasonal01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","87"
"MECLA00003","AMERD0000008","Active","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","97"
"MECLA00003","AMERE002","Active","NPI","Seasonal01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","37"
"MECLA00003","EMEAA001","Inactive","NPI","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","91"
"MECLA00003","EMEAB00001","Inactive","Core","Seasonal01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","46"
"MECLA00003","EMEAB00002","Active","NPI","Slope01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","45"
"MECLA00003","EMEAB00003","Active","Core","Intermitent","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","99"
"MECLA00003","EMEAB00004","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","49"
"MECLA00003","EMEAB00006","Active","Core","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","32"
"MECLA00003","EMEAB00007","Active","Core","Intermitent","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","13"
"MECLA00003","EMEAC001","Active","EOL","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","94"
"MECLA00003","EMEAD0001","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","30"
"MECLA00003","EMEAD0002","Active","NPI","Seasonal01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","89"
"MECLA00003","APACA002","Active","EOL","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","56"
"MECLA00003","APACC002","Active","NPI","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","82"
"MECLA00004","AMERB0003","Active","NPI","Intermitent","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","57"
"MECLA00004","AMERB0004","Active","Core","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","97"
"MECLA00004","AMERB0005","Active","EOL","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","68"
"MECLA00004","AMERC001","Active","NPI","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","81"
"MECLA00004","AMERD0000002","Inactive","NPI","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","22"
"MECLA00004","AMERD0000007","Active","EOL","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","46"
"MECLA00004","AMERD0000008","Inactive","NPI","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","88"
"MECLA00004","AMERD0000009","Active","EOL","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","5"
"MECLA00004","AMERE001","Active","Core","Intermitent","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","83"
"MECLA00004","EMEAA003","Active","Core","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","84"
"MECLA00004","EMEAA004","Active","EOL","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","74"
"MECLA00004","EMEAB00003","Active","EOL","Seasonal01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","58"
"MECLA00004","EMEAB00006","Active","NPI","Combined01","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","14"
"MECLA00004","EMEAB00009","Active","NPI","Seasonal01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","96"
"MECLA00004","APACA001","Active","Core","Intermitent","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","51"
"MECLA00004","APACA003","Active","Core","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","41"
"MECLA00004","APACC001","Active","NPI","Intermitent","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","56"
"MECLA00004","APACC002","Active","EOL","Combined01","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","15"
"MECLA00004","APACC003","Active","NPI","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","12"
"MECLA00005","AMERA001","Active","NPI","Combined01","Slope01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","68"
"MECLA00005","AMERB0001","Inactive","Core","Combined01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","54"
"MECLA00005","AMERB0002","Active","NPI","Combined01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","24"
"MECLA00005","AMERB0004","Active","EOL","Combined01","Intermitent","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","38"
"MECLA00005","AMERC002","Active","EOL","Slope01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","56"
"MECLA00005","AMERD0000002","Inactive","NPI","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","95"
"MECLA00005","AMERD0000003","Inactive","NPI","Seasonal01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","45"
"MECLA00005","AMERD0000004","Active","EOL","Combined01","Slope01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","54"
"MECLA00005","AMERD0000005","Active","EOL","Slope01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","79"
"MECLA00005","AMERD0000009","Active","NPI","Intermitent","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","91"
"MECLA00005","AMERE002","Active","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","55"
"MECLA00005","AMERE003","Inactive","EOL","Seasonal01","Intermitent","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","6"
"MECLA00005","EMEAA004","Active","Core","Combined01","Seasonal01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","96"
