"Period","Item","Location","Orders_Complete","Orders_Open","Orders_Cancelled","Orders_Returned","Forecast01","Forecast02","Inventory_starting","Inventory_capacity","Inventory_production","Inventory_end","SafetyStock01","SafetyStock02","SafetyStock03","Net_Requirement","Outcome01","Outcome02","Outcome03","Trend_type","Trend_factor1","Trend_factor2","Trend_factor3","Trend_factor4","Trend_factor5","Last_Period","Last_X_Value","Last_Y_Value"
"2024-04-22","AS06502","Computer Service and Rentals","1680.7715473408255","8","5","2","1796.7715473408255","0","10678.097297216998","12800","2968.217344805478","11965.54309468165","2521.1573210112383","4223","0","2521.1573210112383","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-04-22","17","1680.7715473408255"
"2024-04-29","AS06502","Computer Service and Rentals","1759.2912632078887","17","1","3","1961.2912632078887","0","11965.54309468165","12800","5886.330694942014","16092.582526415776","2638.936894811833","4401","0","2638.936894811833","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-04-29","18","1759.2912632078887"
"2024-05-06","AS06502","Computer Service and Rentals","1837.9598454454544","26","3","4","2163.9598454454544","0","16092.582526415776","12800","0.0","14254.622680970322","2756.9397681681817","4579","0","2756.9397681681817","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-05-06","19","1837.9598454454544"
"2024-05-13","AS06502","Computer Service and Rentals","1916.7967091225903","32","2","3","1909.7967091225903","0","14254.622680970322","12800","2771.767446397449","15109.593418245178","2875.1950636838856","4758","0","2875.1950636838856","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-05-13","20","1916.7967091225903"
"2024-05-20","AS06502","Computer Service and Rentals","1995.8188153860388","4","4","5","1673.8188153860388","0","15109.593418245178","12800","2697.8630279129375","15811.637630772078","2993.728223079058","4937","0","2993.728223079058","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-05-20","21","1995.8188153860388"
"2024-05-27","AS06502","Computer Service and Rentals","2075.040424128503","34","2","3","1847.0404241285032","0","15811.637630772078","12800","0.0","13736.597206643575","3112.560636192755","5116","0","3112.560636192755","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-05-27","22","2075.040424128503"
"2024-06-03","AS06502","Computer Service and Rentals","2154.4728860473037","22","2","4","2283.4728860473037","0","13736.597206643575","12800","552.8214514983356","12134.945772094607","3231.7093290709554","5296","0","3231.7093290709554","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-06-03","23","2154.4728860473037"
"2024-06-10","AS06502","Computer Service and Rentals","2234.124477125648","35","5","2","1789.124477125648","0","12134.945772094607","12800","120.42765928233712","10021.248954251296","3351.186715688472","5477","0","3351.186715688472","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-06-10","24","2234.124477125648"
"2024-06-17","AS06502","Computer Service and Rentals","2314.000277950163","1","3","5","2415.000277950163","0","10021.248954251296","12800","436.75187959919276","8144.000555900326","3471.0004169252443","5658","0","3471.0004169252443","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-06-17","25","2314.000277950163"
"2024-06-24","AS06502","Computer Service and Rentals","2394.1020996244984","16","4","3","2562.1020996244984","0","8144.000555900326","12800","1031.305742973169","6781.204199248996","3591.1531494367473","5839","0","3591.1531494367473","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-06-24","26","2394.1020996244984"
"2024-07-01","AS06502","Computer Service and Rentals","2474.428457359361","17","5","4","2632.428457359361","0","6781.204199248996","12800","8239.0","12545.775741889634","3711.642686039041","6021","0","3711.642686039041","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-07-01","27","2474.428457359361"
"2024-07-08","AS06502","Computer Service and Rentals","2554.9745921240824","36","3","4","2896.9745921240824","0","12545.775741889634","12800","6074.148034482612","16064.949184248166","3832.4618881861234","5169","0","3832.4618881861234","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-07-08","28","2554.9745921240824"
"2024-07-15","AS06502","Computer Service and Rentals","2635.7325400440045","43","3","1","2928.7325400440045","0","16064.949184248166","12800","0.0","13429.216644204162","3953.598810066007","6386","0","3953.598810066007","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-07-15","29","2635.7325400440045"
"2024-07-22","AS06502","Computer Service and Rentals","2716.6912485317052","36","4","1","2923.6912485317052","0","13429.216644204162","12800","0.0","10712.525395672455","4075.036872797558","6569","0","4075.036872797558","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-07-22","30","2716.6912485317052"
"2024-07-29","AS06502","Computer Service and Rentals","2797.8367374586096","5","2","3","2927.8367374586096","0","10712.525395672455","12800","3783.9848167033742","11698.673474917221","4196.755106187915","6752","0","4196.755106187915","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-07-29","31","2797.8367374586096"
"2024-08-05","AS06502","Computer Service and Rentals","2879.152303016748","32","4","1","2750.152303016748","0","11698.673474917221","12800","0.0","8819.521171900473","4318.728454525122","6936","0","4318.728454525122","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-08-05","32","2879.152303016748"
"2024-08-12","AS06502","Computer Service and Rentals","2960.6187612978865","11","3","2","3263.6187612978865","0","8819.521171900473","12800","1999.3351119931867","7858.237522595773","4440.92814194683","7120","0","4440.92814194683","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2024-08-12","33","2960.6187612978865"
"2024-08-19","AS06502","Computer Service and Rentals","3042.2147280381096","15","4","1","3536.2147280381096","0","7858.237522595773","12800","5812.0","10628.022794557663","4563.322092057164","7304","0","4563.322092057164","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-08-19","34","3042.2147280381096"
"2024-08-26","AS06502","Computer Service and Rentals","3123.9169304485404","33","2","4","2721.9169304485404","0","10628.022794557663","12800","4170.727996787959","11674.83386089708","4685.875395672811","7488","0","4685.875395672811","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-08-26","35","3123.9169304485404"
"2024-09-02","AS06502","Computer Service and Rentals","3205.7005465850098","1","5","4","3646.7005465850098","0","11674.83386089708","12800","1935.2677788579495","10404.401093170021","4808.550819877515","7672","0","4808.550819877515","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-09-02","36","3205.7005465850098"
"2024-09-09","AS06502","Computer Service and Rentals","3287.5395673078933","27","3","2","3568.5395673078933","0","10404.401093170021","12800","11185.217608753659","18302.07913461579","4931.30935096184","7856","0","4931.30935096184","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-09-09","37","3287.5395673078933"
"2024-09-16","AS06502","Computer Service and Rentals","3369.407175553938","30","1","3","2982.407175553938","0","18302.07913461579","12800","4544.142392046026","19476.814351107878","5054.1107633309075","8040","0","5054.1107633309075","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-09-16","38","3369.407175553938"
"2024-09-23","AS06502","Computer Service and Rentals","3451.2761373894286","3","3","1","3868.2761373894286","0","19476.814351107878","12800","1117.0140610604085","17142.55227477886","5176.914206084143","8224","0","5176.914206084143","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-09-23","39","3451.2761373894286"
"2024-09-30","AS06502","Computer Service and Rentals","3533.1191991422684","25","2","4","3235.1191991422684","0","17142.55227477886","12800","0.0","13609.433075636593","5299.678798713403","8408","0","5299.678798713403","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-09-30","40","3533.1191991422684"
"2024-10-07","AS06502","Computer Service and Rentals","3614.909484821887","1","3","4","3027.909484821887","0","13609.433075636593","12800","1729.295378829067","11723.818969643773","5422.364227232831","8591","0","5422.364227232831","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-10-07","41","3614.909484821887"
"2024-10-14","AS06502","Computer Service and Rentals","3696.6208880317035","41","1","1","3759.6208880317035","0","11723.818969643773","12800","3536.0436944513385","11563.241776063409","5544.931332047556","8774","0","5544.931332047556","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-10-14","42","3696.6208880317035"
"2024-10-21","AS06502","Computer Service and Rentals","3778.2284526591748","26","4","4","3238.2284526591748","0","11563.241776063409","12800","11333.443581914114","19118.456905318348","5667.342678988762","8957","0","5667.342678988762","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-10-21","43","3778.2284526591748"
"2024-10-28","AS06502","Computer Service and Rentals","3859.7087367921113","47","4","5","3725.7087367921113","0","19118.456905318348","12800","0.0","15258.748168526236","5789.563105188166","9139","0","5789.563105188166","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-10-28","44","3859.7087367921113"
"2024-11-04","AS06502","Computer Service and Rentals","3941.0401545545456","32","4","4","4482.040154554546","0","15258.748168526236","12800","4738.3722951374","16056.08030910909","5911.560231831818","9321","0","5911.560231831818","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-11-04","45","3941.0401545545456"
"2024-11-11","AS06502","Computer Service and Rentals","4022.2032908774095","38","5","4","3837.2032908774095","0","16056.08030910909","12800","6465.52956352314","18499.40658175482","6033.304936316114","9503","0","6033.304936316114","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-11-11","46","4022.2032908774095"
"2024-11-18","AS06502","Computer Service and Rentals","4103.181184613961","4","4","5","4850.181184613961","0","18499.40658175482","12800","0.0","14396.22539714086","6154.771776920941","8070","0","6154.771776920941","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-11-18","47","4103.181184613961"
"2024-11-25","AS06502","Computer Service and Rentals","4183.959575871497","3","1","4","3921.959575871497","0","14396.22539714086","12800","6955.6533304736295","17167.919151742994","6275.939363807245","9864","0","6275.939363807245","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-11-25","48","4183.959575871497"
"2024-12-02","AS06502","Computer Service and Rentals","4264.527113952696","44","2","3","4979.527113952696","0","17167.919151742994","12800","5572.662190115094","18476.05422790539","6396.790670929044","10044","0","6396.790670929044","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-12-02","49","4264.527113952696"
"2024-12-09","AS06502","Computer Service and Rentals","4344.875522874352","26","1","1","4289.875522874352","0","18476.05422790539","12800","0.0","14131.17870503104","6517.313284311528","10224","0","6517.313284311528","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-12-09","50","4344.875522874352"
"2024-12-16","AS06502","Computer Service and Rentals","4424.999722049837","50","3","4","4559.999722049837","0","14131.17870503104","12800","7640.82046111847","17346.99944409967","6637.499583074756","10403","0","6637.499583074756","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-12-16","51","4424.999722049837"
"2024-12-23","AS06502","Computer Service and Rentals","4504.897900375501","42","5","2","5398.897900375501","0","17346.99944409967","12800","0.0","12842.10154372417","6757.346850563252","8818","0","6757.346850563252","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2024-12-23","52","4504.897900375501"
"2024-12-30","AS06502","Computer Service and Rentals","4584.57154264064","1","4","2","3916.5715426406396","0","12842.10154372417","12800","8939.0","17196.53000108353","6876.85731396096","8966","0","6876.85731396096","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2024-12-30","53","4584.57154264064"
"2025-01-06","AS06502","Computer Service and Rentals","4664.025407875918","31","5","2","4028.025407875918","0","17196.53000108353","12800","5330.546222544224","17863.050815751838","6996.038111813878","7291","0","6996.038111813878","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-01-06","54","4664.025407875918"
"2025-01-13","AS06502","Computer Service and Rentals","4743.267459955996","47","2","2","5650.267459955996","0","17863.050815751838","12800","7669.7515641161535","20789.534919911996","7114.901189933994","9262","0","7114.901189933994","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-01-13","55","4743.267459955996"
"2025-01-20","AS06502","Computer Service and Rentals","4822.308751468295","48","2","1","3925.3087514682948","0","20789.534919911996","12800","132.39133449288784","16099.617502936588","7233.463127202442","9409","0","7233.463127202442","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-01-20","56","4822.308751468295"
"2025-01-27","AS06502","Computer Service and Rentals","4901.16326254139","18","1","1","4692.16326254139","0","16099.617502936588","12800","1125.8722846875826","12324.326525082779","7351.744893812085","11468","0","7351.744893812085","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-01-27","57","4901.16326254139"
"2025-02-03","AS06502","Computer Service and Rentals","4979.847696983252","8","1","2","5654.847696983252","0","12324.326525082779","12800","3143.0","10487.478828099527","7469.771545474878","11644","0","7469.771545474878","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-02-03","58","4979.847696983252"
"2025-02-10","AS06502","Computer Service and Rentals","5058.3812387021135","48","2","3","5936.3812387021135","0","10487.478828099527","12800","1593.0","7022.097589397414","7587.57185805317","9850","0","7587.57185805317","OK, fix with: 1.0","","","Combined01","80","96","0.5365552729469014","218","249","2025-02-10","59","5058.3812387021135"
"2025-02-17","AS06502","Computer Service and Rentals","5136.78527196189","27","4","5","5729.78527196189","0","7022.097589397414","12800","8745.080318545424","10630.392635980948","7705.177907942836","9997","0","7705.177907942836","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-02-17","60","5136.78527196189"
"2025-02-24","AS06502","Computer Service and Rentals","5215.08306955146","29","5","2","5197.08306955146","0","10630.392635980948","12800","4760.0","10175.309566429489","7822.624604327189","10143","0","7822.624604327189","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-02-24","61","5215.08306955146"
"2025-03-03","AS06502","Computer Service and Rentals","5293.29945341499","25","3","2","5716.29945341499","0","10175.309566429489","12800","10925.0","15807.010113014498","7939.949180122485","10290","0","7939.949180122485","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-03-03","62","5293.29945341499"
"2025-03-10","AS06502","Computer Service and Rentals","5371.460432692106","34","4","4","5877.460432692106","0","15807.010113014498","12800","8762.37118506182","19197.92086538421","8057.190649038159","8349","0","8057.190649038159","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-03-10","63","5371.460432692106"
"2025-03-17","AS06502","Computer Service and Rentals","5449.592824446062","14","4","2","5919.592824446062","0","19197.92086538421","12800","0.0","13748.328040938148","8174.3892366690925","10583","0","8174.3892366690925","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-03-17","64","5449.592824446062"
"2025-03-24","AS06502","Computer Service and Rentals","5527.723862610572","10","1","4","6279.723862610572","0","13748.328040938148","12800","3786.0","12006.604178327576","8291.585793915858","8584","0","8291.585793915858","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-03-24","65","5527.723862610572"
"2025-03-31","AS06502","Computer Service and Rentals","5605.880800857732","1","3","5","6549.880800857732","0","12006.604178327576","12800","6883.0","13283.723377469843","8408.821201286597","8702","0","8408.821201286597","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-03-31","66","5605.880800857732"
"2025-04-07","AS06502","Computer Service and Rentals","5684.090515178113","24","1","4","6059.090515178113","0","13283.723377469843","12800","4937.0","12536.632862291732","8526.13577276717","11024","0","8526.13577276717","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-04-07","67","5684.090515178113"
"2025-04-14","AS06502","Computer Service and Rentals","5762.3791119682965","28","3","1","5156.3791119682965","0","12536.632862291732","12800","3067.0","9841.253750323434","8643.568667952444","13406","0","8643.568667952444","OK, fix with: 1.0","","","Combined01","80","96","0.5365552729469014","218","249","2025-04-14","68","5762.3791119682965"
"2025-04-21","AS06502","Computer Service and Rentals","5840.771547340825","26","2","2","5653.771547340825","0","9841.253750323434","12800","11212.0","15212.48220298261","8761.157321011238","11319","0","8761.157321011238","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-04-21","69","5840.771547340825"
"2025-04-28","AS06502","Computer Service and Rentals","5919.291263207889","20","3","3","6386.291263207889","0","15212.48220298261","12800","618.0","9911.190939774722","8878.936894811834","13761","0","8878.936894811834","OK, fix with: 1.0","","","Combined01","80","96","0.5365552729469014","218","249","2025-04-28","70","5919.291263207889"
"2025-05-05","AS06502","Computer Service and Rentals","5997.959845445454","43","2","3","5070.959845445454","0","9911.190939774722","12800","3167.0","7080.231094329268","8996.939768168182","13939","0","8996.939768168182","OK, fix with: 1.0","","","Combined01","80","96","0.5365552729469014","218","249","2025-05-05","71","5997.959845445454"
"2025-05-12","AS06502","Computer Service and Rentals","6076.79670912259","1","3","2","6042.79670912259","0","7080.231094329268","12800","13557.963969354616","14561.398354561294","9115.195063683885","14118","0","9115.195063683885","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-05-12","72","6076.79670912259"
"2025-05-19","AS06502","Computer Service and Rentals","6155.818815386039","40","1","3","5105.818815386039","0","14561.398354561294","12800","12581.0","20986.579539175254","9233.728223079059","14297","0","9233.728223079059","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-05-19","73","6155.818815386039"
"2025-05-26","AS06502","Computer Service and Rentals","6235.040424128503","40","5","5","5587.040424128503","0","20986.579539175254","12800","2168.541733210255","16920.080848257006","9352.560636192755","12063","0","9352.560636192755","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-05-26","74","6235.040424128503"
"2025-06-02","AS06502","Computer Service and Rentals","6314.472886047304","16","5","5","7245.472886047304","0","16920.080848257006","12800","7831.0","18436.607962209702","9471.709329070956","9771","0","9471.709329070956","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-06-02","75","6314.472886047304"
"2025-06-09","AS06502","Computer Service and Rentals","6394.124477125648","25","4","1","6084.124477125648","0","18436.607962209702","12800","12514.0","24556.483485084056","9591.186715688473","9891","0","9591.186715688473","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-06-09","76","6394.124477125648"
"2025-06-16","AS06502","Computer Service and Rentals","6474.000277950163","22","4","3","5636.000277950163","0","24556.483485084056","12800","1999.5173487664324","20082.000555900326","9711.000416925244","12515","0","9711.000416925244","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-06-16","77","6474.000277950163"
"2025-06-23","AS06502","Computer Service and Rentals","6554.102099624499","37","5","5","5418.102099624499","0","20082.000555900326","12800","8118.305742973171","21646.204199248998","9831.153149436748","12666","0","9831.153149436748","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-06-23","78","6554.102099624499"
"2025-06-30","AS06502","Computer Service and Rentals","6634.42845735936","26","2","5","5879.42845735936","0","21646.204199248998","12800","515.0811728290828","15526.856914718719","9951.64268603904","15381","0","9951.64268603904","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-06-30","79","6634.42845735936"
"2025-07-07","AS06502","Computer Service and Rentals","6714.974592124082","38","1","1","5644.974592124082","0","15526.856914718719","12800","169.0","8980.882322594636","10072.461888186122","15563","0","10072.461888186122","OK, fix with: 1.0","","","Combined01","80","96","0.5365552729469014","218","249","2025-07-07","80","6714.974592124082"
"2025-07-14","AS06502","Computer Service and Rentals","6795.732540044004","45","2","2","6960.732540044004","0","8980.882322594636","12800","5965.716487471371","8150.866270022003","10193.598810066007","13121","0","10193.598810066007","OK, fix with: 1.0","","","Combined01","80","96","0.5365552729469014","218","249","2025-07-14","81","6795.732540044004"
"2025-07-21","AS06502","Computer Service and Rentals","6876.691248531705","41","5","4","6966.691248531705","0","8150.866270022003","12800","13645.170602775554","14919.345624265854","10315.036872797558","15929","0","10315.036872797558","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-07-21","82","6876.691248531705"
"2025-07-28","AS06502","Computer Service and Rentals","6957.83673745861","2","5","4","6187.83673745861","0","14919.345624265854","12800","11764.0","19725.508886807245","10436.755106187915","16112","0","10436.755106187915","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-07-28","83","6957.83673745861"
"2025-08-04","AS06502","Computer Service and Rentals","7039.152303016748","34","4","3","7088.152303016748","0","19725.508886807245","12800","10479.0","23165.356583790497","10558.728454525122","13580","0","10558.728454525122","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-08-04","84","7039.152303016748"
"2025-08-11","AS06502","Computer Service and Rentals","7120.6187612978865","21","4","3","5867.6187612978865","0","23165.356583790497","12800","9423.499700103162","25468.237522595773","10680.92814194683","10986","0","10680.92814194683","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-08-11","85","7120.6187612978865"
"2025-08-18","AS06502","Computer Service and Rentals","7202.21472803811","11","4","3","6067.21472803811","0","25468.237522595773","12800","0.0","18266.022794557663","10803.322092057164","11109","0","10803.322092057164","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-08-18","86","7202.21472803811"
"2025-08-25","AS06502","Computer Service and Rentals","7283.91693044854","50","4","3","6087.91693044854","0","18266.022794557663","12800","10330.0","21312.105864109122","10925.87539567281","8424","0","10925.87539567281","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-08-25","87","7283.91693044854"
"2025-09-01","AS06502","Computer Service and Rentals","7365.70054658501","11","1","2","7960.70054658501","0","21312.105864109122","12800","9632.0","23578.405317524113","11048.550819877515","8516","0","11048.550819877515","VeryLow, fix with: 1.5","","","Combined01","80","96","0.5365552729469014","218","249","2025-09-01","88","7365.70054658501"
"2025-09-08","AS06502","Computer Service and Rentals","7447.539567307894","49","4","2","8550.539567307893","0","23578.405317524113","12800","4850.213384399569","20981.07913461579","11171.309350961841","11477","0","11171.309350961841","Low, fix with: 1.25","","","Combined01","80","96","0.5365552729469014","218","249","2025-09-08","89","7447.539567307894"
