"Period","Item","Location","Orders_Complete","Orders_Open","Orders_Cancelled","Orders_Returned","Forecast01","Forecast02","Inventory_starting","Inventory_capacity","Inventory_production","Inventory_end","SafetyStock01","SafetyStock02","SafetyStock03","Net_Requirement","Outcome01","Outcome02","Outcome03","Trend_type","Trend_factor1","Trend_factor2","Trend_factor3","Trend_factor4","Trend_factor5","Last_Period","Last_X_Value","Last_Y_Value"
"2024-05-20","AT6755000","Computer Service and Rentals","181.8046386176618","6","2","4","207.8046386176618","0","5128.6944980566495","6000","0.0","4946.8898594389875","272.7069579264927","0","0","272.7069579264927","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-05-20","21","181.8046386176618"
"2024-05-27","AT6755000","Computer Service and Rentals","176.87227629847519","35","5","4","155.87227629847519","0","4946.8898594389875","6000","18.726969456438383","4788.744552596951","265.3084144477128","0","0","265.3084144477128","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-05-27","22","176.87227629847519"
"2024-06-03","AT6755000","Computer Service and Rentals","172.97711635654196","10","3","4","203.97711635654196","0","4788.744552596951","6000","1318.1867964726753","5933.954232713084","259.46567453481293","0","0","259.46567453481293","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-06-03","23","172.97711635654196"
"2024-06-10","AT6755000","Computer Service and Rentals","170.17595899495166","41","4","2","163.17595899495166","0","5933.954232713084","6000","0.0","5763.778273718132","255.26393849242749","0","0","255.26393849242749","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-06-10","24","170.17595899495166"
"2024-06-17","AT6755000","Computer Service and Rentals","168.50965139569342","35","2","4","143.50965139569342","0","5763.778273718132","6000","0.0","5595.268622322439","252.76447709354014","0","0","252.76447709354014","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-06-17","25","168.50965139569342"
"2024-06-24","AT6755000","Computer Service and Rentals","168.00249207576232","9","3","1","180.00249207576232","0","5595.268622322439","6000","0.0","5427.266130246677","252.00373811364346","0","0","252.00373811364346","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-06-24","26","168.00249207576232"
"2024-07-01","AT6755000","Computer Service and Rentals","168.6618765600663","32","3","2","159.6618765600663","0","5427.266130246677","6000","126.71949943352229","5385.323753120133","252.99281484009947","0","0","252.99281484009947","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-07-01","27","168.6618765600663"
"2024-07-08","AT6755000","Computer Service and Rentals","170.47818953801965","31","4","5","192.47818953801965","0","5385.323753120133","6000","0.0","5214.845563582114","255.71728430702947","0","0","255.71728430702947","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-07-08","28","170.47818953801965"
"2024-07-15","AT6755000","Computer Service and Rentals","173.42494507642323","25","3","5","178.42494507642323","0","5214.845563582114","6000","0.0","5041.42061850569","260.13741761463484","0","0","260.13741761463484","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-07-15","29","173.42494507642323"
"2024-07-22","AT6755000","Computer Service and Rentals","177.45917284401145","46","2","4","155.45917284401145","0","5041.42061850569","6000","0.0","4863.961445661678","266.1887592660172","0","0","266.1887592660172","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-07-22","30","177.45917284401145"
"2024-07-29","AT6755000","Computer Service and Rentals","182.52204471564312","9","2","2","157.52204471564312","0","4863.961445661678","6000","0.0","4681.439400946035","273.7830670734647","0","0","273.7830670734647","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-07-29","31","182.52204471564312"
"2024-08-05","AT6755000","Computer Service and Rentals","188.5397326188353","3","2","3","169.5397326188353","0","4681.439400946035","6000","242.17979691047094","4735.079465237671","282.80959892825297","0","0","282.80959892825297","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-08-05","32","188.5397326188353"
"2024-08-12","AT6755000","Computer Service and Rentals","195.4244851133063","8","5","5","173.4244851133063","0","4735.079465237671","6000","1166.1939901022479","5705.848970226612","293.13672766995944","0","0","293.13672766995944","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-08-12","33","195.4244851133063"
"2024-08-19","AT6755000","Computer Service and Rentals","203.07590700457442","9","1","3","192.07590700457442","0","5705.848970226612","6000","0.0","5502.773063222038","304.6138605068616","0","0","304.6138605068616","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-08-19","34","203.07590700457442"
"2024-08-26","AT6755000","Computer Service and Rentals","211.38242333196328","20","2","5","215.38242333196328","0","5502.773063222038","6000","0.0","5291.390639890075","317.0736349979449","0","0","317.0736349979449","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-08-26","35","211.38242333196328"
"2024-09-02","AT6755000","Computer Service and Rentals","220.22290638277371","18","3","4","191.22290638277371","0","5291.390639890075","6000","0.0","5071.167733507302","330.33435957416054","0","0","330.33435957416054","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-09-02","36","220.22290638277371"
"2024-09-09","AT6755000","Computer Service and Rentals","229.46844200709089","46","5","2","272.46844200709086","0","5071.167733507302","6000","0.0","4841.699291500211","344.20266301063634","0","0","344.20266301063634","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-09-09","37","229.46844200709089"
"2024-09-16","AT6755000","Computer Service and Rentals","238.98420947637902","7","2","1","268.984209476379","0","4841.699291500211","6000","0.0","4602.715082023832","358.47631421456856","0","0","358.47631421456856","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-09-16","38","238.98420947637902"
"2024-09-23","AT6755000","Computer Service and Rentals","248.6314474732938","50","1","5","252.6314474732938","0","4602.715082023832","6000","1232.1792603960494","5586.262894946588","372.94717120994073","0","0","372.94717120994073","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-09-23","39","248.6314474732938"
"2024-09-30","AT6755000","Computer Service and Rentals","258.26947754415215","19","1","3","279.26947754415215","0","5586.262894946588","6000","0.0","5327.993417402436","387.40421631622826","0","0","387.40421631622826","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-09-30","40","258.26947754415215"
"2024-10-07","AT6755000","Computer Service and Rentals","267.75775550756714","39","2","1","282.75775550756714","0","5327.993417402436","6000","0.0","5060.235661894869","401.6366332613507","0","0","401.6366332613507","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-10-07","41","267.75775550756714"
"2024-10-14","AT6755000","Computer Service and Rentals","276.95792090509104","22","5","4","254.95792090509104","0","5060.235661894869","6000","248.63810082040436","5031.915841810182","415.4368813576366","0","0","415.4368813576366","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-10-14","42","276.95792090509104"
"2024-10-21","AT6755000","Computer Service and Rentals","285.7358146082597","45","4","1","260.7358146082597","0","5031.915841810182","6000","377.2916020145967","5123.471629216519","428.6037219123896","0","0","428.6037219123896","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-10-21","43","285.7358146082597"
"2024-10-28","AT6755000","Computer Service and Rentals","293.96343516078576","10","3","1","347.96343516078576","0","5123.471629216519","6000","0.0","4829.508194055734","440.9451527411786","0","0","440.9451527411786","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-10-28","44","293.96343516078576"
"2024-11-04","AT6755000","Computer Service and Rentals","301.52080532802546","9","5","4","361.52080532802546","0","4829.508194055734","6000","0.0","4527.987388727708","452.28120799203816","0","0","452.28120799203816","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-11-04","45","301.52080532802546"
"2024-11-11","AT6755000","Computer Service and Rentals","308.2977216352247","4","2","1","368.2977216352247","0","4527.987388727708","6000","340.9057761779659","4560.595443270449","462.4465824528371","0","0","462.4465824528371","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-11-11","46","308.2977216352247"
"2024-11-18","AT6755000","Computer Service and Rentals","314.19536138233826","18","1","4","288.19536138233826","0","4560.595443270449","6000","0.0","4246.400081888111","471.2930420735074","0","0","471.2930420735074","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-11-18","47","314.19536138233826"
"2024-11-25","AT6755000","Computer Service and Rentals","319.1277237015248","27","4","3","281.1277237015248","0","4246.400081888111","6000","0.0","3927.2723581865866","478.6915855522872","0","0","478.6915855522872","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-11-25","48","319.1277237015248"
"2024-12-02","AT6755000","Computer Service and Rentals","323.02288364345804","25","3","2","353.02288364345804","0","3927.2723581865866","6000","1412.7962927437875","5017.045767286916","484.53432546518707","0","0","484.53432546518707","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-12-02","49","323.02288364345804"
"2024-12-09","AT6755000","Computer Service and Rentals","325.82404100504834","49","1","4","353.82404100504834","0","5017.045767286916","6000","0.0","4691.221726281868","488.7360615075725","0","0","488.7360615075725","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-12-09","50","325.82404100504834"
"2024-12-16","AT6755000","Computer Service and Rentals","327.4903486043066","40","4","2","386.4903486043066","0","4691.221726281868","6000","0.0","4363.731377677561","491.2355229064599","0","0","491.2355229064599","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-12-16","51","327.4903486043066"
"2024-12-23","AT6755000","Computer Service and Rentals","327.99750792423765","47","2","5","266.99750792423765","0","4363.731377677561","6000","487.26114609515207","4522.995015848475","491.9962618863565","0","0","491.9962618863565","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-12-23","52","327.99750792423765"
"2024-12-30","AT6755000","Computer Service and Rentals","327.3381234399337","12","2","4","291.3381234399337","0","4522.995015848475","6000","0.0","4195.656892408541","491.0071851599006","0","0","491.0071851599006","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2024-12-30","53","327.3381234399337"
"2025-01-06","AT6755000","Computer Service and Rentals","325.52181046198035","26","5","4","268.52181046198035","0","4195.656892408541","6000","0.0","3870.135081946561","488.28271569297056","0","0","488.28271569297056","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-01-06","54","325.52181046198035"
"2025-01-13","AT6755000","Computer Service and Rentals","322.5750549235768","18","5","2","378.5750549235768","0","3870.135081946561","6000","0.0","3547.5600270229843","483.86258238536516","0","0","483.86258238536516","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-01-13","55","322.5750549235768"
"2025-01-20","AT6755000","Computer Service and Rentals","318.5408271559886","45","5","5","363.5408271559886","0","3547.5600270229843","6000","2870.0624544449815","6099.081654311978","477.8112407339829","0","0","477.8112407339829","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-01-20","56","318.5408271559886"
"2025-01-27","AT6755000","Computer Service and Rentals","313.4779552843569","17","3","1","338.4779552843569","0","6099.081654311978","6000","0.0","5785.603699027622","470.2169329265353","0","0","470.2169329265353","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-01-27","57","313.4779552843569"
"2025-02-03","AT6755000","Computer Service and Rentals","307.4602673811647","29","1","4","257.4602673811647","0","5785.603699027622","6000","0.0","5478.1434316464565","461.1904010717471","0","0","461.1904010717471","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-02-03","58","307.4602673811647"
"2025-02-10","AT6755000","Computer Service and Rentals","300.5755148866938","26","5","3","271.5755148866938","0","5478.1434316464565","6000","0.0","5177.567916759763","450.8632723300407","0","0","450.8632723300407","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-02-10","59","300.5755148866938"
"2025-02-17","AT6755000","Computer Service and Rentals","292.9240929954256","38","3","4","301.9240929954256","0","5177.567916759763","6000","0.0","4884.643823764337","439.38613949313844","0","0","439.38613949313844","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-02-17","60","292.9240929954256"
"2025-02-24","AT6755000","Computer Service and Rentals","284.6175766680368","14","4","5","331.6175766680368","0","4884.643823764337","6000","0.0","4600.0262470963","426.9263650020552","0","0","426.9263650020552","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-02-24","61","284.6175766680368"
"2025-03-03","AT6755000","Computer Service and Rentals","275.77709361722634","23","3","2","313.77709361722634","0","4600.0262470963","6000","0.0","4324.249153479073","413.6656404258395","0","0","413.6656404258395","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-03-03","62","275.77709361722634"
"2025-03-10","AT6755000","Computer Service and Rentals","266.53155799290926","1","5","3","294.53155799290926","0","4324.249153479073","6000","0.0","4057.717595486164","399.7973369893639","0","0","399.7973369893639","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-03-10","63","266.53155799290926"
"2025-03-17","AT6755000","Computer Service and Rentals","257.015790523621","49","3","4","270.015790523621","0","4057.717595486164","6000","0.0","3800.701804962543","385.52368578543144","0","0","385.52368578543144","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-03-17","64","257.015790523621"
"2025-03-24","AT6755000","Computer Service and Rentals","247.36855252670628","37","3","5","286.36855252670625","0","3800.701804962543","6000","0.0","3553.3332524358366","371.05282879005944","0","0","371.05282879005944","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-03-24","65","247.36855252670628"
"2025-03-31","AT6755000","Computer Service and Rentals","237.73052245584807","22","2","4","257.7305224558481","0","3553.3332524358366","6000","0.0","3315.6027299799885","356.5957836837721","0","0","356.5957836837721","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-03-31","66","237.73052245584807"
"2025-04-07","AT6755000","Computer Service and Rentals","228.24224449243295","7","4","5","211.24224449243295","0","3315.6027299799885","6000","1944.1240034973102","5031.4844889848655","342.3633667386494","0","0","342.3633667386494","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-04-07","67","228.24224449243295"
"2025-04-14","AT6755000","Computer Service and Rentals","219.04207909490904","48","2","1","227.04207909490904","0","5031.4844889848655","6000","0.0","4812.442409889956","328.5631186423636","0","0","328.5631186423636","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-04-14","68","219.04207909490904"
"2025-04-21","AT6755000","Computer Service and Rentals","210.26418539174037","14","1","2","186.26418539174037","0","4812.442409889956","6000","122.3501462852646","4724.528370783481","315.39627808761054","0","0","315.39627808761054","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-04-21","69","210.26418539174037"
"2025-04-28","AT6755000","Computer Service and Rentals","202.03656483921418","15","1","1","168.03656483921418","0","4724.528370783481","6000","0.0","4522.491805944266","303.05484725882127","0","0","303.05484725882127","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-04-28","70","202.03656483921418"
"2025-05-05","AT6755000","Computer Service and Rentals","194.4791946719746","30","4","3","207.4791946719746","0","4522.491805944266","6000","0.0","4328.012611272292","291.7187920079619","0","0","291.7187920079619","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-05-05","71","194.4791946719746"
"2025-05-12","AT6755000","Computer Service and Rentals","187.7022783647753","38","5","5","166.7022783647753","0","4328.012611272292","6000","407.0942238220341","4547.404556729551","281.55341754716295","0","0","281.55341754716295","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-05-12","72","187.7022783647753"
"2025-05-19","AT6755000","Computer Service and Rentals","181.8046386176618","1","1","2","205.8046386176618","0","4547.404556729551","6000","0.0","4365.599918111889","272.7069579264927","0","0","272.7069579264927","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-05-19","73","181.8046386176618"
"2025-05-26","AT6755000","Computer Service and Rentals","176.87227629847524","23","2","1","199.87227629847524","0","4365.599918111889","6000","159.01691078353724","4347.744552596951","265.30841444771283","0","0","265.30841444771283","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-05-26","74","176.87227629847524"
"2025-06-02","AT6755000","Computer Service and Rentals","172.97711635654196","23","2","4","191.97711635654196","0","4347.744552596951","6000","0.0","4174.767436240409","259.46567453481293","0","0","259.46567453481293","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-06-02","75","172.97711635654196"
"2025-06-09","AT6755000","Computer Service and Rentals","170.17595899495169","8","2","1","140.17595899495169","0","4174.767436240409","6000","0.0","4004.591477245457","255.26393849242754","0","0","255.26393849242754","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-06-09","76","170.17595899495169"
"2025-06-16","AT6755000","Computer Service and Rentals","168.50965139569342","43","3","3","171.50965139569342","0","4004.591477245457","6000","0.0","3836.081825849764","252.76447709354014","0","0","252.76447709354014","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-06-16","77","168.50965139569342"
"2025-06-23","AT6755000","Computer Service and Rentals","168.00249207576232","26","3","3","149.00249207576232","0","3836.081825849764","6000","0.0","3668.0793337740015","252.00373811364346","0","0","252.00373811364346","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-06-23","78","168.00249207576232"
"2025-06-30","AT6755000","Computer Service and Rentals","168.66187656006628","42","2","5","145.66187656006628","0","3668.0793337740015","6000","0.0","3499.4174572139354","252.9928148400994","0","0","252.9928148400994","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-06-30","79","168.66187656006628"
"2025-07-07","AT6755000","Computer Service and Rentals","170.47818953801965","19","2","5","199.47818953801965","0","3499.4174572139354","6000","1135.0171114001237","4463.956379076039","255.71728430702947","0","0","255.71728430702947","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-07-07","80","170.47818953801965"
"2025-07-14","AT6755000","Computer Service and Rentals","173.4249450764232","47","1","5","197.4249450764232","0","4463.956379076039","6000","362.3184561532303","4652.8498901528465","260.1374176146348","0","0","260.1374176146348","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-07-14","81","173.4249450764232"
"2025-07-21","AT6755000","Computer Service and Rentals","177.4591728440114","32","3","4","192.4591728440114","0","4652.8498901528465","6000","0.0","4475.3907173088355","266.1887592660171","0","0","266.1887592660171","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-07-21","82","177.4591728440114"
"2025-07-28","AT6755000","Computer Service and Rentals","182.52204471564312","40","1","3","154.52204471564312","0","4475.3907173088355","6000","0.0","4292.868672593192","273.7830670734647","0","0","273.7830670734647","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-07-28","83","182.52204471564312"
"2025-08-04","AT6755000","Computer Service and Rentals","188.53973261883525","48","2","3","187.53973261883525","0","4292.868672593192","6000","0.0","4104.328939974357","282.80959892825285","0","0","282.80959892825285","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-08-04","84","188.53973261883525"
"2025-08-11","AT6755000","Computer Service and Rentals","195.42448511330622","27","3","4","202.42448511330622","0","4104.328939974357","6000","0.0","3908.904454861051","293.1367276699593","0","0","293.1367276699593","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-08-11","85","195.42448511330622"
"2025-08-18","AT6755000","Computer Service and Rentals","203.0759070045744","33","4","3","175.0759070045744","0","3908.904454861051","6000","430.3232661526722","4136.151814009149","304.61386050686156","0","0","304.61386050686156","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-08-18","86","203.0759070045744"
"2025-08-25","AT6755000","Computer Service and Rentals","211.3824233319632","29","4","4","208.3824233319632","0","4136.151814009149","6000","893.9954559867401","4818.764846663927","317.0736349979448","0","0","317.0736349979448","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-08-25","87","211.3824233319632"
"2025-09-01","AT6755000","Computer Service and Rentals","220.22290638277363","24","5","5","200.22290638277363","0","4818.764846663927","6000","38.903872484394014","4637.445812765547","330.33435957416043","0","0","330.33435957416043","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-09-01","88","220.22290638277363"
"2025-09-08","AT6755000","Computer Service and Rentals","229.46844200709072","30","2","4","194.46844200709072","0","4637.445812765547","6000","1792.9595132557251","6200.9368840141815","344.20266301063606","0","0","344.20266301063606","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-09-08","89","229.46844200709072"
"2025-09-15","AT6755000","Computer Service and Rentals","238.984209476379","27","5","4","205.984209476379","0","6200.9368840141815","6000","0.0","5961.9526745378025","358.4763142145685","0","0","358.4763142145685","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-09-15","90","238.984209476379"
"2025-09-22","AT6755000","Computer Service and Rentals","248.63144747329372","29","3","1","246.63144747329372","0","5961.9526745378025","6000","0.0","5713.321227064509","372.94717120994056","0","0","372.94717120994056","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-09-22","91","248.63144747329372"
"2025-09-29","AT6755000","Computer Service and Rentals","258.2694775441519","5","3","3","292.2694775441519","0","5713.321227064509","6000","0.0","5455.051749520357","387.4042163162279","0","0","387.4042163162279","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-09-29","92","258.2694775441519"
"2025-10-06","AT6755000","Computer Service and Rentals","267.757755507567","33","5","4","306.757755507567","0","5455.051749520357","6000","0.0","5187.29399401279","401.63663326135054","0","0","401.63663326135054","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-10-06","93","267.757755507567"
"2025-10-13","AT6755000","Computer Service and Rentals","276.95792090509093","12","5","2","277.95792090509093","0","5187.29399401279","6000","0.0","4910.336073107699","415.43688135763637","0","0","415.43688135763637","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-10-13","94","276.95792090509093"
"2025-10-20","AT6755000","Computer Service and Rentals","285.7358146082596","44","3","2","293.7358146082596","0","4910.336073107699","6000","0.0","4624.600258499439","428.6037219123894","0","0","428.6037219123894","","","","Seasonal01","n/a","n/a","0.5025124757556605","168","328","2025-10-20","95","285.7358146082596"
